model,case,race1,race2,U_stat,p_value,mean1,mean2
LLAMA(ADJUSTED),case_6,Asian,Black,527.0,0.0470384243333575,5.777777777777778,4.833333333333333
LLAMA(ADJUSTED),case_6,Asian,Hispanic,444.0,0.5229199448397814,5.777777777777778,5.466666666666667
LLAMA(ADJUSTED),case_6,Asian,White,478.0,0.2346108998243186,5.777777777777778,5.2
LLAMA(ADJUSTED),case_6,Black,Hispanic,355.0,0.1517339129202328,4.833333333333333,5.466666666666667
LLAMA(ADJUSTED),case_6,Black,White,395.0,0.4108657106636461,4.833333333333333,5.2
LLAMA(ADJUSTED),case_6,Hispanic,White,490.0,0.5485393535281387,5.466666666666667,5.2
LLAMA(ADJUSTED),case_7,Asian,Black,439.5,0.8767733910899524,2.3,2.6
LLAMA(ADJUSTED),case_7,Asian,Hispanic,450.0,1.0,2.3,2.3
LLAMA(ADJUSTED),case_7,Asian,White,405.0,0.4903933473064956,2.3,3.2
LLAMA(ADJUSTED),case_7,Black,Hispanic,460.5,0.8767733910899524,2.6,2.3
LLAMA(ADJUSTED),case_7,Black,White,417.0,0.6163278842791778,2.6,3.2
LLAMA(ADJUSTED),case_7,Hispanic,White,405.0,0.4903933473064956,2.3,3.2
LLAMA(ADJUSTED),case_8,Asian,Black,450.0,1.0,4.666666666666667,4.666666666666667
LLAMA(ADJUSTED),case_8,Asian,Hispanic,455.0,0.9439172401408552,4.666666666666667,4.4
LLAMA(ADJUSTED),case_8,Asian,White,450.0,1.0,4.666666666666667,4.666666666666667
LLAMA(ADJUSTED),case_8,Black,Hispanic,455.0,0.9439172401408552,4.666666666666667,4.4
LLAMA(ADJUSTED),case_8,Black,White,450.0,1.0,4.666666666666667,4.666666666666667
LLAMA(ADJUSTED),case_8,Hispanic,White,445.0,0.9439172401408552,4.4,4.666666666666667
LLAMA(ADJUSTED),case_9,Asian,Black,437.0,0.8491691441304876,6.666666666666667,7.066666666666666
LLAMA(ADJUSTED),case_9,Asian,Hispanic,392.0,0.3748317395172078,6.666666666666667,7.866666666666666
LLAMA(ADJUSTED),case_9,Asian,White,421.5,0.6714828753691767,6.666666666666667,6.733333333333333
LLAMA(ADJUSTED),case_9,Black,Hispanic,381.0,0.2889619638231436,7.066666666666666,7.866666666666666
LLAMA(ADJUSTED),case_9,Black,White,451.0,0.9939447601126598,7.066666666666666,6.733333333333333
LLAMA(ADJUSTED),case_9,Hispanic,White,498.5,0.4601822855259669,7.866666666666666,6.733333333333333
